Timestamp,CPU,Memory,Disk
2025-10-08 04:40:53,11.6,21.7,35.4
2025-10-08 04:41:04,1.0,21.9,35.4
2025-10-08 04:41:15,12.6,21.8,35.4
2025-10-08 04:41:26,1.0,21.9,35.4
2025-10-08 04:41:37,3.5,21.9,35.4
